,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,ALL_NBA_TEAM_NUMBER,NAME
3,101113,2007,00,0,TOT,23.0,59,2,760.0,127,266,0.477,0,0,0.0,112,140,0.8,75,128,203,25,8,26,67,122,366,0,Ike Diogu
4,101113,2008,00,1610612754,IND,24.0,30,1,305.0,64,134,0.478,0,0,0.0,40,47,0.851,38,47,85,10,7,3,20,43,168,0,Ike Diogu
5,101113,2009,00,1610612757,POR,25.0,19,0,73.0,6,19,0.316,0,0,0.0,15,20,0.75,12,5,17,0,1,2,6,9,27,0,Ike Diogu
6,101113,2009,00,1610612758,SAC,25.0,10,1,142.0,33,55,0.6,1,2,0.5,25,33,0.758,14,25,39,3,2,1,6,14,92,0,Ike Diogu
7,101113,2009,00,0,TOT,25.0,29,1,215.0,39,74,0.527,1,2,0.5,40,53,0.755,26,30,56,3,3,3,12,23,119,0,Ike Diogu
8,101113,2011,00,1610612746,LAC,27.0,36,0,470.0,83,148,0.561,0,0,0.0,41,62,0.661,41,74,115,2,3,3,22,72,207,0,Ike Diogu
9,101113,2012,00,1610612759,SAS,28.0,2,0,14.0,0,2,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,1,2,0,Ike Diogu
0,2205,2002,00,1610612739,CLE,20.0,18,1,110.0,12,29,0.414,0,0,0.0,1,5,0.2,5,12,17,5,1,10,12,19,25,0,DeSagana Diop
1,2205,2003,00,1610612739,CLE,21.0,80,1,946.0,54,154,0.351,0,0,0.0,11,30,0.367,63,152,215,43,33,81,56,148,119,0,DeSagana Diop
2,2205,2004,00,1610612739,CLE,22.0,56,3,729.0,57,147,0.388,0,0,0.0,12,20,0.6,72,127,199,34,26,51,29,116,126,0,DeSagana Diop
3,2205,2005,00,1610612739,CLE,23.0,39,0,305.0,20,69,0.29,0,2,0.0,0,5,0.0,30,40,70,15,8,27,12,53,40,0,DeSagana Diop
4,2205,2006,00,1610612742,DAL,24.0,81,45,1510.0,75,154,0.487,1,2,0.5,39,72,0.542,145,229,374,23,44,146,36,253,190,0,DeSagana Diop
5,2205,2007,00,1610612742,DAL,25.0,81,9,1480.0,71,151,0.47,0,1,0.0,48,86,0.558,166,272,438,30,40,113,63,244,190,0,DeSagana Diop
6,2205,2008,00,1610612742,DAL,26.0,52,18,894.0,67,115,0.583,0,0,0.0,24,40,0.6,111,159,270,26,20,63,42,100,158,0,DeSagana Diop
7,2205,2008,00,1610612751,NJN,26.0,27,5,401.0,27,65,0.415,0,0,0.0,14,30,0.467,49,73,122,14,6,25,16,46,68,0,DeSagana Diop
8,2205,2008,00,0,TOT,26.0,79,23,1296.0,94,180,0.522,0,0,0.0,38,70,0.543,160,232,392,40,26,88,58,146,226,0,DeSagana Diop
9,2205,2009,00,1610612742,DAL,27.0,34,0,452.0,22,58,0.379,0,0,0.0,12,29,0.414,45,73,118,13,12,25,11,55,56,0,DeSagana Diop
10,2205,2009,00,1610612766,CHA,27.0,41,1,584.0,52,113,0.46,0,0,0.0,10,37,0.27,69,86,155,19,17,31,28,73,114,0,DeSagana Diop
11,2205,2009,00,0,TOT,27.0,75,1,1036.0,74,171,0.433,0,0,0.0,22,66,0.333,114,159,273,32,29,56,39,128,170,0,DeSagana Diop
12,2205,2010,00,1610612766,CHA,28.0,27,0,262.0,15,29,0.517,0,0,0.0,2,9,0.222,24,41,65,5,5,14,12,31,32,0,DeSagana Diop
13,2205,2011,00,1610612766,CHA,29.0,16,0,181.0,8,24,0.333,0,0,0.0,4,11,0.364,12,28,40,7,4,15,11,26,20,0,DeSagana Diop
14,2205,2012,00,1610612766,CHA,30.0,27,9,325.0,15,42,0.357,0,0,0.0,1,6,0.167,33,52,85,23,6,13,19,36,31,0,DeSagana Diop
15,2205,2013,00,1610612766,CHA,31.0,22,1,226.0,8,27,0.296,0,1,0.0,0,1,0.0,10,41,51,13,5,16,8,19,16,0,DeSagana Diop
8,124,1998,00,1610612766,CHH,30.0,64,41,1805.0,267,536,0.498,3,14,0.214,130,188,0.691,183,335,518,172,83,94,114,179,667,0,Vlade Divac
9,124,1999,00,1610612758,SAC,31.0,50,50,1761.0,262,557,0.47,11,43,0.256,179,255,0.702,140,361,501,215,44,51,131,166,714,0,Vlade Divac
10,124,2000,00,1610612758,SAC,32.0,82,81,2374.0,384,764,0.503,7,26,0.269,230,333,0.691,174,482,656,244,103,103,190,251,1005,0,Vlade Divac
11,124,2001,00,1610612758,SAC,33.0,81,81,2420.0,364,755,0.482,4,14,0.286,242,350,0.691,207,466,673,231,87,93,192,242,974,0,Vlade Divac
12,124,2002,00,1610612758,SAC,34.0,80,80,2420.0,338,716,0.472,3,13,0.231,209,340,0.615,205,466,671,297,79,94,158,229,888,0,Vlade Divac
